Id;Year_Birth;Education;Marital_Status;Income;Price2014;Quantity2014;Price2015;Quantity2015
6566;1973;Graduation;Married;47835.63;112.42;35;111.17;34
6020;1954;Graduation;Married;72967.6;119.54;39;118.3;38
21678;1962;Graduation;Married;59810.31;116.95;36;115.72;36
5412;1955;2n Cycle;Married;62845.3;117.11;35;115.88;34
16517;1966;Graduation;Single;83457.32;123.33;38;122.11;37
44562;1956;Basic;Divorced;41820.51;110.81;33;109.58;32
45817;1988;Graduation;Single;33579.58;108.72;28;107.49;27
32075;1953;Basic;Widow;34057.55;110.74;32;109.51;32
13871;1977;PhD;Single;3033.64;105.31;24;104.09;23
22233;1948;Graduation;Married;51372.07;115.24;35;114;34
46765;1955;Graduation;Divorced;41991.71;110;32;108.76;31
4927;1950;Graduation;Married;42401.11;111.79;32;110.55;31
12050;1955;Graduation;Together;48724.32;113.93;34;112.7;33
6250;1964;Graduation;Married;40479.05;111.1;30;109.85;29
41656;1978;2n Cycle;Together;34707.99;108.73;31;107.5;30
21418;1969;Graduation;Married;41715.25;111.52;29;110.27;28
49216;1980;PhD;Together;75340.82;116.86;36;115.64;36
45472;1970;PhD;Married;31630.35;108.91;26;107.68;25
18829;1956;2n Cycle;Together;53375.7;115.44;35;114.21;34
44032;1964;2n Cycle;Single;34401.94;111.39;34;110.17;33
25125;1956;Basic;Married;57963.12;117.36;38;116.12;37
889;1979;PhD;Together;42495.88;113;32;111.76;31
4884;1971;Master;Married;77297.89;121.61;39;120.37;38
38152;1948;Graduation;Single;67442.28;117.8;38;116.57;37
7194;1981;Graduation;Married;76459.89;120.01;38;118.78;37
46602;1947;2n Cycle;Together;72097.51;118.89;40;117.66;39
22495;1976;PhD;Together;77526.05;116.62;39;115.38;39
12071;1974;Graduation;Married;43638.78;109.89;29;108.65;29
29389;1954;Graduation;Married;65486.88;114.66;38;113.43;37
29783;1968;Graduation;Single;32734.06;109.33;27;108.1;26
47456;1973;Graduation;Divorced;74292.19;119.47;35;118.26;34
1111;1972;2n Cycle;Married;55383.7;115.49;33;114.26;32
44907;1974;Graduation;Married;9188.8;103.09;21;101.88;20
15397;1960;PhD;Divorced;90247.39;119.59;41;118.38;41
27450;1942;Basic;Married;65672.56;119.66;37;118.43;36
43792;1948;Graduation;Single;72226.58;119.08;36;117.83;35
25866;1976;Graduation;Divorced;38154.62;112.39;32;111.15;31
35240;1951;Master;Married;56227.3;108.14;35;106.9;34
21356;1978;Graduation;Single;85617.96;120.56;43;119.32;42
38569;1978;Master;Single;40801.67;114.2;31;112.97;31
38872;1969;Graduation;Married;46645.54;118.29;32;117.06;31
3679;1985;Graduation;Together;33045.12;108.75;27;107.53;26
49434;1967;PhD;Together;55606.75;115.2;35;113.96;34
46621;1946;PhD;Single;66323.51;116.59;37;115.34;36
2634;1971;Graduation;Married;65696.91;116.87;36;115.64;35
40806;1952;Basic;Together;57334.29;116.72;35;115.49;34
43570;1955;Graduation;Married;75316.62;119.78;40;118.56;39
1373;1987;2n Cycle;Single;37396.76;109.04;30;107.82;30
16193;1954;Graduation;Together;61026.25;116.14;38;114.91;37
40774;1977;Graduation;Divorced;68276.65;118.82;37;117.59;36
30020;1988;Graduation;Together;75424.66;115.67;38;114.43;37
29509;1954;PhD;Together;16612.89;105.81;26;104.57;25
18742;1962;PhD;Married;10703.89;107.16;24;105.92;23
49572;1958;Master;Married;64502.98;117.67;35;116.45;34
5980;1974;2n Cycle;Single;29547.69;107.64;27;106.41;26
32350;1977;PhD;Married;96873.15;123.79;39;122.56;38
41969;1972;Graduation;Single;54410.59;112.05;35;110.81;34
17210;1970;Graduation;Married;70043.37;119.37;39;118.14;38
3467;1903;Graduation;Married;33234.95;109.93;29;108.7;28
34180;1967;Graduation;Married;55388.03;117.81;33;116.58;32
20325;1982;Master;Married;20942.56;106.47;27;105.25;26
10067;1953;2n Cycle;Married;81305.88;121.18;41;119.95;40
23346;1972;Graduation;Together;47980.93;111.36;33;110.13;32
18000;1959;Graduation;Together;75786.73;116.33;39;115.1;38
37869;1983;Graduation;Together;7402.62;103.59;22;102.36;21
24919;1951;Graduation;Married;46866.08;116.22;34;114.99;33
25885;1974;PhD;Single;35650.97;112.37;32;111.14;31
40009;1972;2n Cycle;Married;91279.13;124.5;43;123.27;42
20913;1981;Graduation;Married;16635.53;105.46;25;104.22;24
47578;1969;Basic;Together;36049.45;110.07;33;108.83;32
5447;1988;Graduation;Widow;27187.77;106.28;28;105.06;27
8540;1974;Graduation;Married;71281.83;120.17;38;118.93;37
6137;1951;PhD;Single;32890.95;109.08;29;107.85;28
14684;1971;Master;Together;75843.56;118.9;41;117.66;40
31073;1970;PhD;Single;52050.62;117.05;31;115.82;30
9784;1969;Graduation;Single;58099.55;117.32;35;116.1;34
13322;1986;PhD;Married;35252.03;109.21;30;107.98;29
41473;1984;PhD;Married;39915.91;108.94;32;107.72;31
34724;1972;Graduation;Married;21001.48;105.08;25;103.86;24
24028;1956;PhD;Together;78873.93;118.56;42;117.33;41
7533;1986;Master;Single;40575.93;108.28;30;107.05;30
13475;1990;Graduation;Widow;79562.37;119.19;39;117.96;38
26627;1963;Graduation;Together;44043.37;110.8;31;109.56;30
42666;1951;PhD;Divorced;45979.55;117.97;34;116.75;33
26913;1963;Graduation;Single;35705.6;112.48;31;111.25;30
27054;1968;Graduation;Married;65309.91;116.71;38;115.47;37
33539;1957;2n Cycle;Together;71113.51;116.58;41;115.35;41
39319;1963;Master;Married;35318.03;113.92;29;112.68;28
9554;1987;Graduation;Married;16852.13;103.18;28;101.95;27
17671;1992;Graduation;Single;16952.61;107.77;22;106.54;21
8269;1950;PhD;Divorced;3709.99;106.13;26;104.9;25
12513;1959;PhD;Together;46550.53;115.23;34;114;33
28210;1993;PhD;Single;41074.75;108.69;31;107.46;30
34015;1983;Graduation;Together;59380.39;116.33;35;115.08;34
1304;1985;Graduation;Married;82720.33;119.15;41;117.92;40
17983;1968;2n Cycle;Divorced;80791.27;121.84;42;120.59;42
42226;1974;Master;Single;34551.64;113.63;31;112.41;30
21126;1980;Master;Married;46326.3;112.92;34;111.69;33
19971;1966;2n Cycle;Married;77601.45;115.97;40;114.75;39
2725;1985;PhD;Together;60501.52;115.54;36;114.3;35
18143;1988;Graduation;Married;25376.76;112.07;29;110.85;28
731;1959;2n Cycle;Married;75693.28;116.25;37;115.02;36
20021;1978;Graduation;Single;68586.32;116.89;39;115.66;38
36923;1960;PhD;Married;78572.37;118.26;39;117.03;38
29075;1961;PhD;Together;61429.32;117.51;38;116.28;37
21163;1984;Graduation;Single;53230.69;112.36;35;111.12;34
44876;1965;PhD;Married;38075.02;110.45;32;109.22;31
2064;1985;Graduation;Together;22307.69;103.14;25;101.92;24
45601;1974;PhD;Married;58276.29;118.04;36;116.82;35
16917;1971;Graduation;Married;67226.44;116.95;36;115.71;35
20332;1987;Graduation;Together;59293.97;113.97;35;112.73;34
42250;1970;Graduation;Together;67745.11;119.05;38;117.82;37
30025;1963;PhD;Single;19511.46;103.18;26;101.95;25
33118;1979;2n Cycle;Together;56790.88;115.13;34;113.91;33
31572;1989;PhD;Single;71630.31;114.62;37;113.38;36
47518;1970;2n Cycle;Married;35970.39;109.47;30;108.24;29
44695;1962;Graduation;Married;75706.74;119.85;40;118.62;39
19935;1969;PhD;Single;63866.19;115.51;35;114.27;34
49358;1977;Graduation;Single;31406.77;107.61;29;106.39;28
10832;1969;Master;Single;86399.22;122.1;40;120.87;40
41310;1972;PhD;Together;24593.1;107.8;27;106.57;27
31250;1962;PhD;Single;67431.45;114.09;35;112.88;34
33574;1978;PhD;Divorced;36136.86;111.65;31;110.42;30
32403;1969;Graduation;Married;49519.48;117.62;33;116.38;32
4832;1970;2n Cycle;Married;74262.91;116.55;39;115.32;39
18431;1980;Graduation;Together;65487.62;116.02;33;114.78;32
44922;1969;PhD;Divorced;63268.33;114.64;40;113.41;39
43393;1977;PhD;Together;22369.38;107.66;25;106.42;24
19681;1987;Graduation;Single;71364.57;117.89;39;116.66;38
46440;1989;PhD;Single;71110.71;114.68;39;113.45;38
23268;1947;2n Cycle;Married;55878.33;113.98;37;112.75;37
26907;1952;Graduation;Married;52852.99;115.44;34;114.2;33
12060;1954;PhD;Single;34048.62;112.87;31;111.65;30
28935;1941;Graduation;Single;76823.64;119.73;40;118.49;39
44019;1969;Master;Single;59319.78;118.35;35;117.12;35
8991;1972;Graduation;Widow;57124.43;118.24;37;117;36
7687;1971;Graduation;Married;59003.85;117.73;34;116.5;33
19304;1943;Graduation;Together;90352.01;125.42;43;124.18;42
44216;1986;PhD;Single;47904.32;114.83;33;113.61;32
5194;1984;PhD;Divorced;28154.54;111.73;29;110.49;28
42095;1980;Graduation;Married;72040.56;120.8;40;119.57;39
22247;1956;Graduation;Divorced;51370.25;113.68;33;112.46;32
945;1959;Master;Divorced;35841.84;111.17;31;109.94;30
4262;1959;Master;Divorced;30934.24;109.71;30;108.48;29
21045;1971;Graduation;Married;36283.19;110;32;108.76;31
30260;1978;Graduation;Married;75298.07;119.62;41;118.39;40
48858;1957;Graduation;Married;38509.82;111.99;30;110.77;29
30256;1977;PhD;Married;55955.42;112.4;32;111.16;31
42799;1983;Graduation;Married;58136.26;117.69;36;116.45;35
19402;1989;Graduation;Together;25357.13;108.82;30;107.59;29
5126;1985;PhD;Married;37158.61;109.14;31;107.91;30
26854;1969;Graduation;Together;41126.75;110.12;32;108.89;31
22651;1987;Graduation;Widow;36784.18;108.58;30;107.36;29
41385;1977;PhD;Married;102977.89;122.04;46;120.83;45
23678;1969;Graduation;Married;34948.78;111.31;32;110.07;31
3824;1979;Graduation;Married;57960.47;117.36;35;116.12;34
7596;1977;PhD;Single;39782.97;111.65;31;110.42;30
11176;1960;Graduation;Single;38883.94;111.59;30;110.37;29
35933;1949;Graduation;Single;42355.23;109.15;32;107.94;31
44864;1974;Master;Married;22485.8;107.41;27;106.18;26
42055;1970;Master;Married;24685.81;107.99;29;106.76;28
10355;1978;PhD;Single;29763.53;107.46;32;106.24;31
4643;1955;Graduation;Together;27935.64;107.78;28;106.55;27
7414;1980;PhD;Single;65994.49;115.44;35;114.21;34
35801;1983;PhD;Married;32934.91;108.16;28;106.93;27
40735;1969;Master;Single;47138.72;110.49;33;109.26;32
26645;1975;Master;Divorced;35794.34;112.1;33;110.87;32
38593;1961;Master;Together;23466.72;107.66;29;106.42;29
47464;1974;Master;Together;62592.19;116.93;36;115.71;35
48687;1965;PhD;Single;18223.86;103.53;26;102.31;25
3191;1956;Graduation;Married;20193.86;104.95;25;103.73;24
10450;1964;Graduation;Married;75791.61;119.56;39;118.34;38
162;1966;Master;Together;46049.28;113.03;34;111.81;34
46992;1979;Graduation;Single;53201.33;111.27;32;110.03;31
39486;1991;Graduation;Together;79593.12;121.55;39;120.31;38
49728;1953;Graduation;Married;51567.23;116.08;35;114.86;34
20042;1974;Graduation;Single;157228.12;127.35;47;126.13;46
25508;1952;2n Cycle;Single;31885.4;107.25;29;106.02;28
6342;1971;Graduation;Married;56949.66;116.95;34;115.72;33
13829;1958;Graduation;Single;43942.66;112.48;32;111.25;31
47151;1975;Graduation;Widow;75895.24;123.5;37;122.27;37
5160;1952;Graduation;Together;17340.5;107.14;27;105.92;26
28123;1968;Master;Together;53251.8;112.23;33;111.01;32
1836;1977;Graduation;Together;75256.88;119.7;39;118.48;38
20298;1957;Master;Divorced;30789.01;110.29;30;109.05;29
6431;1972;PhD;Together;35243.72;113.53;33;112.3;33
30202;1957;Graduation;Married;82573.58;121.19;39;119.96;38
47003;1984;Master;Together;41080.92;109.47;29;108.23;28
3421;1972;PhD;Together;62060.15;116.23;37;115.01;36
7514;1957;Graduation;Divorced;36980.71;110.33;31;109.1;30
44623;1982;Graduation;Divorced;89067.4;120.04;42;118.83;41
31807;1975;2n Cycle;Divorced;38149.33;109.3;34;108.05;33
18135;1984;Graduation;Married;36627.42;109.69;30;108.46;29
33834;1982;Graduation;Single;52106.21;112.51;34;111.29;33
31794;1964;Graduation;Married;43027.71;111.17;31;109.92;31
30572;1971;Graduation;Married;38196.85;110.01;28;108.77;27
21962;1967;Master;Married;43019.07;113.36;31;112.13;31
11375;1975;2n Cycle;Divorced;52853.44;113.34;31;112.1;30
8016;1975;2n Cycle;Married;46848.41;115.38;33;114.15;32
33189;1951;Graduation;Married;48797.21;115.45;36;114.22;35
14139;1968;2n Cycle;Divorced;68279.86;121.37;39;120.13;38
5519;1993;Master;Together;55283.82;112.74;32;111.51;31
41979;1981;Master;Single;37025.46;113.68;32;112.44;31
14002;1976;PhD;Together;50445.78;111.41;32;110.18;31
1889;1977;Graduation;Married;62719.11;117.32;37;116.08;36
42677;1953;Graduation;Married;52157.74;115.37;35;114.16;35
47415;1953;Graduation;Divorced;23303.7;114.01;29;112.77;28
33766;1956;Graduation;Married;60570.67;117.13;37;115.91;37
22132;1975;Master;Married;21357.73;106.61;27;105.38;27
48298;1967;Graduation;Divorced;7203.28;107.21;23;105.99;22
5684;1991;Graduation;Married;59266.53;116.24;36;115.01;35
4846;1971;Graduation;Together;55370.1;112.23;33;110.99;32
10468;1964;Graduation;Single;14926.37;108.25;28;107.01;27
20287;1964;Master;Divorced;18898.65;105.19;24;103.97;23
556;1995;Master;Married;22169.2;100.52;25;99.29;24
3036;1973;PhD;Together;77043.77;116.24;38;115;37
45761;1987;Master;Together;46918.54;113.36;32;112.14;31
9820;1973;PhD;Married;33071.68;107.57;28;106.34;27
8100;1953;PhD;Married;56720.22;114.83;37;113.59;36
22527;1975;Graduation;Married;46002.85;113.22;34;111.99;33
9957;1974;Graduation;Married;85607.79;120.88;40;119.64;39
17775;1951;PhD;Together;56592.04;117.04;39;115.81;38
12667;1983;PhD;Married;50728.47;111.1;31;109.88;30
6809;1976;PhD;Married;25180.04;107.56;28;106.33;27
22548;1974;Graduation;Together;40556.62;111.73;30;110.49;29
39790;1986;Master;Single;56058.34;115.64;33;114.42;32
763;1974;PhD;Married;65671.97;118.66;37;117.45;36
38258;1989;PhD;Married;46097.7;114.14;34;112.91;33
10253;1950;Graduation;Married;57104.39;115.32;36;114.09;35
1946;1965;Graduation;Single;46885.49;115.97;32;114.74;31
11177;1976;Graduation;Married;75066.78;119.84;38;118.59;38
47738;1979;Master;Married;46907.36;112.38;34;111.16;33
20149;1956;Master;Married;29775.74;111.84;29;110.61;28
5571;1979;Basic;Together;79404.24;122.74;40;121.5;39
48806;1961;Graduation;Married;7144.49;102.48;25;101.25;24
12555;1965;PhD;Single;77241.43;117.53;40;116.29;39
20873;1957;Graduation;Married;10266.22;102.42;24;101.18;23
11077;1950;Master;Married;25439.1;109.63;28;108.39;27
15957;1964;Graduation;Single;42218.83;112.25;31;111.01;30
1360;1950;PhD;Divorced;90808.8;123.64;46;122.41;45
34649;1969;Master;Together;52848.12;112.04;34;110.8;33
19223;1982;Graduation;Married;68861.72;120.21;39;118.97;38
21519;1975;Master;Divorced;68790.67;113.74;37;112.51;36
41387;1950;Graduation;Married;76033.21;120.81;39;119.56;38
29020;1969;Graduation;Married;25438.48;112.23;29;111;28
10049;1951;Graduation;Together;73267.34;122.23;40;120.99;39
5537;1957;PhD;Single;31810.96;108.74;31;107.49;30
24929;1978;PhD;Together;21280.64;107.79;25;106.55;24
7871;1988;PhD;Together;77322.32;116.57;40;115.34;39
14634;1975;Graduation;Married;60755.2;116.83;37;115.58;36
6516;1966;Graduation;Married;25378.2;111.89;29;110.66;29
11670;1952;PhD;Married;59480.54;114.94;39;113.7;38
41381;1978;Graduation;Single;87404.87;120.79;42;119.56;41
786;1968;Graduation;Married;65495.25;116.72;35;115.48;34
30138;1970;Graduation;Divorced;60455.71;115.7;32;114.47;31
9510;1961;Graduation;Divorced;34920.69;109.84;30;108.61;30
21931;1983;Graduation;Married;92494.42;125.11;44;123.88;43
13204;1970;Graduation;Together;38608.99;111.56;30;110.32;29
28321;1969;Graduation;Single;62169.74;117.62;36;116.39;35
22402;1972;Graduation;Married;27244.36;111.41;25;110.17;24
1570;1961;Graduation;Single;68473.21;115.31;39;114.08;38
15134;1953;PhD;Single;61330.98;115.97;38;114.74;37
42794;1970;Graduation;Married;19514;105.31;27;104.06;26
25113;1963;Graduation;Married;57040.21;116.25;38;115.02;37
8600;1961;Master;Single;70039.57;120.61;41;119.39;41
3194;1952;Graduation;Together;26489.26;106.36;29;105.14;28
35058;1956;Graduation;Together;69868.55;115.57;39;114.33;38
42744;1981;Graduation;Divorced;31160.55;110.75;27;109.52;26
17874;1971;Basic;Married;22410.98;105.51;26;104.29;25
3916;1973;2n Cycle;Married;77061.52;115.85;37;114.62;36
14391;1975;PhD;Married;41575.85;108.59;33;107.34;32
7972;1957;PhD;Single;32518.43;109.38;30;108.15;29
39304;1981;Graduation;Single;84873.26;122.37;39;121.13;38
42383;1985;Master;Together;75030.32;119.7;40;118.46;39
7907;1983;Graduation;Divorced;13615.73;107.2;27;105.98;27
32600;1986;Master;Divorced;74587.45;116.22;40;114.99;39
40598;1969;Graduation;Widow;23548.82;110.67;27;109.43;26
33787;1985;PhD;Divorced;26117.01;109.79;28;108.56;27
20816;1969;Graduation;Married;47011.74;119.15;32;117.92;31
23345;1971;Graduation;Married;80688.47;119.92;41;118.69;41
35802;1974;Graduation;Together;42616.2;111.46;30;110.21;29
26789;1964;PhD;Married;71965.84;117.01;38;115.78;37
22859;1979;Graduation;Married;54358.98;111.87;33;110.63;32
3199;1978;Graduation;Single;58356.46;117.36;36;116.13;35
8072;1956;Graduation;Single;41015.84;111.86;31;110.63;30
33893;1985;Basic;Married;38448.69;111.05;31;109.81;30
27128;1953;Master;Together;36947.54;113.29;31;112.06;30
12835;1995;Graduation;Together;110042.01;125.6;44;124.37;43
19211;1975;2n Cycle;Single;88459.26;120.8;39;119.56;38
19116;1974;Graduation;Married;44392.19;109.78;31;108.55;30
30466;1957;Graduation;Single;55701.32;114.86;35;113.62;34
41855;1963;Master;Together;51258.23;113.99;35;112.77;34
44819;1976;Graduation;Single;16008.85;103.91;26;102.68;25
8952;1965;Master;Divorced;66370.39;115.77;38;114.54;37
9209;1942;PhD;Married;58652.3;114.65;36;113.42;35
24313;1960;Graduation;Single;60806.13;117.82;35;116.59;34
16364;1972;PhD;Single;83218.01;122.14;40;120.9;39
19063;1984;2n Cycle;Single;73863.86;119.35;38;118.12;37
24448;1949;Graduation;Single;49194.66;113.13;36;111.91;36
31592;1968;Graduation;Single;49735.68;115.85;34;114.62;33
25934;1952;2n Cycle;Together;45901.77;116.42;33;115.18;32
18031;1970;Graduation;Married;59246.71;117.15;36;115.93;35
6415;1948;PhD;Divorced;52346.11;116.64;35;115.41;34
29490;1978;PhD;Married;37759.36;108.75;32;107.53;31
39487;1949;Graduation;Single;74169.76;121.02;40;119.79;40
29053;1975;2n Cycle;Married;30531.56;107.15;27;105.92;26
30971;1978;PhD;Together;65487.42;116.2;35;114.97;34
24140;1951;Graduation;Together;18669.8;106.79;29;105.55;29
22135;1957;Graduation;Single;60497.99;117.94;34;116.7;33
1165;1962;Graduation;Single;30787.46;107.94;28;106.71;27
27323;1953;PhD;Together;77603.53;115.56;41;114.32;41
35819;1952;PhD;Together;88760.43;123.62;42;122.38;41
32754;1970;PhD;Single;69389.19;118.85;35;117.62;34
30350;1949;Graduation;Together;34016.58;114.97;31;113.73;30
43140;1958;Master;Divorced;21280.58;105.06;26;103.82;25
23304;1989;Graduation;Together;40269.19;109.74;29;108.5;28
2448;1976;Basic;Together;63308.4;114.78;36;113.54;35
48484;1986;PhD;Married;74292.67;119.48;39;118.24;38
21744;1970;Graduation;Together;68117.07;118.93;41;117.71;40
43226;1966;Graduation;Single;56150.05;115.44;36;114.22;36
23295;1957;Graduation;Together;59385.51;117.39;38;116.16;37
31484;1954;PhD;Widow;30309.88;112.38;29;111.15;28
34723;1969;Graduation;Divorced;30313.96;110.78;32;109.55;31
49647;1980;Graduation;Married;22311.56;105.32;25;104.08;24
37039;1977;Graduation;Together;44324.72;111.16;30;109.93;29
17677;1950;PhD;Married;70378.92;120.98;40;119.75;39
11229;1954;2n Cycle;Single;67943.21;120.54;41;119.29;40
5258;1950;Basic;Married;74870.46;117.96;40;116.72;39
36905;1959;2n Cycle;Married;45201.64;115.04;34;113.8;34
43348;1963;Master;Together;38200.17;114.04;30;112.81;29
8061;1980;Graduation;Together;52587.44;111.01;33;109.77;32
30880;1964;PhD;Widow;55168.98;113.14;33;111.9;32
27769;1950;PhD;Divorced;35312;106.96;32;105.72;31
4800;1958;Graduation;Widow;75694.86;117.6;39;116.35;38
34136;1959;2n Cycle;Married;46179.33;116.62;35;115.38;34
24096;1984;Graduation;Together;55518.88;112.47;34;111.24;33
48025;1960;Basic;Married;57074.92;117.54;41;116.3;40
47752;1981;2n Cycle;Single;75330.66;119.46;36;118.22;35
18644;1964;Graduation;Together;49095.22;115.06;31;113.84;31
35333;1974;Master;Together;38856.75;109.8;31;108.56;30
24098;1993;Graduation;Together;38401.07;110.99;29;109.75;29
29781;1971;Graduation;Married;57526.49;116.81;35;115.57;34
31792;1956;Graduation;Married;77381.33;119.26;39;118.04;38
